conv_id,turn_id,maxscq,num_terms
food_level2_dial20,1,70.29100451557692,7
food_level2_dial20,2,71.06638897369136,7
food_level2_dial20,3,71.06638897369136,6
top25_dial29,1,53.67536971692183,6
top25_dial29,2,53.67536971692183,4
top25_dial29,3,56.51821188979075,9
top25_dial29,4,55.231923643249964,5
top25_dial29,5,53.67536971692183,8
top25_dial29,6,46.20249286481617,10
food_level3_dial1,1,72.81842985561022,5
food_level3_dial1,2,66.29262783510003,8
food_level3_dial1,3,65.67752572393833,6
food_level3_dial1,4,73.88679815885193,5
food_level3_dial1,5,65.67752572393833,4
food_level3_dial1,6,70.53118030474701,8
hobby_level3_dial20,1,60.280575876048026,6
hobby_level3_dial20,2,58.78476783323091,9
hobby_level3_dial20,3,45.27965636801019,5
hobby_level3_dial20,4,51.37305187989641,4
hobby_level3_dial20,5,52.79127983321446,7
hobby_level3_dial20,6,75.79825804346409,7
top25_dial57,1,77.76143100892114,6
top25_dial57,2,77.76143100892114,4
top25_dial57,3,77.76143100892114,4
top25_dial57,4,54.38959128412935,4
top25_dial57,5,77.76143100892114,6
top25_dial57,6,77.76143100892114,8
food_level1_dial21,1,74.08581463163256,4
food_level1_dial21,2,72.51463620309511,7
food_level1_dial21,3,72.51463620309511,4
food_level1_dial21,4,65.25019531026206,7
food_level1_dial21,5,72.51463620309511,7
food_level1_dial21,6,51.02158022703073,7
hobby_level2_dial28,1,76.54564422309369,5
hobby_level2_dial28,2,76.54564422309369,9
hobby_level2_dial28,3,76.54564422309369,9
hobby_level2_dial28,4,61.97547281986108,8
hobby_level2_dial28,5,52.21303384982115,8
hobby_level2_dial28,6,72.98308028686894,7
top25_dial3,1,70.94257385368259,7
top25_dial3,2,64.53465420079056,7
top25_dial3,3,72.62759368566145,8
top25_dial3,4,73.98846278652002,10
top25_dial3,5,73.19012570279138,8
top25_dial3,6,70.94257385368259,7
top25_dial3,7,74.74489340585639,8
food_level3_dial4,1,75.55322281906102,8
food_level3_dial4,2,70.86987520838576,6
food_level3_dial4,3,70.86987520838576,7
food_level3_dial4,4,73.10694625606884,3
food_level3_dial4,5,71.82858967283883,4
food_level3_dial4,6,73.74553767545126,6
top25_dial1,1,75.24521454136979,10
top25_dial1,2,65.95234653038438,7
top25_dial1,3,66.78221158611471,12
top25_dial1,4,73.74553767545126,8
top25_dial1,5,73.74553767545126,11
top25_dial1,6,75.04493121366598,6
food_level2_dial21,1,52.738110720678556,6
food_level2_dial21,2,66.60155316699242,4
food_level2_dial21,3,66.60155316699242,5
food_level2_dial21,4,72.7401794583582,6
food_level2_dial21,5,69.6726929413039,6
food_level2_dial21,6,61.99925752368488,10
hobby_level3_dial21,1,72.28887674947207,13
hobby_level3_dial21,2,74.01994976412779,6
hobby_level3_dial21,3,76.30935266246493,14
hobby_level3_dial21,4,74.01994976412779,6
hobby_level3_dial21,5,74.01994976412779,8
