conv_id,turn_id,num_unique_titles,num_retrieved_documents
-9175610640145809652,1,100,100
-3621356026681528104,1,100,100
-2346400550038259025,1,100,100
-5367144430852578737,1,100,100
921406613722362362,1,100,100
-1410035740927947060,1,100,100
-3657470883198391807,1,100,100
2871568520202104133,1,100,100
-6574529909966634119,1,100,100
-3791728600441854233,1,100,100
-6997550033268891598,1,100,100
-2810197699490466207,1,100,100
-1110226626866595782,1,100,100
-1091680690740117116,1,100,100
2499525239333011689,1,100,100
-8098512896974495445,1,100,100
4520673915182672648,1,100,100
5675462926701845319,1,100,100
-2240106472651551365,1,100,100
9200475633865142808,1,100,100
-5147594993888552242,1,100,100
210352855274558940,1,100,100
-3590560239318018958,1,100,100
8935770429488240768,1,100,100
8856938006808273849,1,100,100
-3086525406949326143,1,100,100
-1581744565612394421,1,100,100
7131306561003470061,1,100,100
-1309251231578859471,1,100,100
-2575867972276361910,1,100,100
-2890293044247175459,1,100,100
6550815126842179666,1,100,100
232032528810135207,1,100,100
-3547974374537568631,1,100,100
2585084195238513266,1,100,100
2219277956457313074,1,100,100
6435798668951632282,1,100,100
-6233396834701754723,1,100,100
6781118886044247073,1,100,100
-8544788932971932781,1,100,100
-3668592199155285909,1,100,100
-9043290125433948813,1,100,100
-3231215089922231991,1,100,100
-444105027159777484,1,100,100
-8908279559972811731,1,100,100
8485541146091821735,1,100,100
-8704740148620788705,1,100,100
5540214991941324708,1,100,100
-6951793312505737078,1,100,100
-4082982022678857505,1,100,100
2199399453638216749,1,100,100
8657970742096423116,1,100,100
-5369664895820162968,1,100,100
6176810312480994057,1,100,100
-1074219218189325429,1,100,100
2212979759370490649,1,100,100
-9132370722133722982,1,100,100
399037549286020839,1,100,100
2975338297244093572,1,100,100
3064564948578552591,1,100,100
-8794364264282975026,1,100,100
-4676989355049863903,1,100,100
-8445603945502643358,1,100,100
4569578336348392009,1,100,100
-5930004119996848173,1,100,100
-5950226552779955869,1,100,100
-6430554841545846213,1,100,100
-536561900476217586,1,100,100
-4935862866457231002,1,100,100
7756106147386030783,1,100,100
8712436347651296996,1,100,100
-7258066427399424411,1,100,100
4712499287425562974,1,100,100
-3445552555225926439,1,100,100
149690305019483912,1,100,100
4824576433990865280,1,100,100
-8814627233351851135,1,100,100
799854862770938074,1,100,100
-4314387319524367904,1,100,100
6313383988446833860,1,100,100
1301527357775881222,1,100,100
128650371013966524,1,100,100
-7835524377938745963,1,100,100
-1927479218584502589,1,100,100
8364207816057678116,1,100,100
8861395602377530692,1,100,100
8940756564723164136,1,100,100
6148608372512319931,1,100,100
8634665221110468417,1,100,100
2073472885795515841,1,100,100
-8078672955782776625,1,100,100
7998862582029825783,1,100,100
-3258375540002827022,1,100,100
-7788489842099483659,1,100,100
6015269968650448643,1,100,100
-6775445704615858223,1,100,100
3614253510679613347,1,100,100
-2311416930445197041,1,100,100
7537403336672888493,1,100,100
784699176946574804,1,100,100
5718845679631449763,1,100,100
-6327071105076555597,1,100,100
-6683295695699499563,1,100,100
-1961100700748187013,1,100,100
8568841930632267840,1,100,100
-7457727224720799854,1,100,100
-5945505272584763312,1,100,100
-74909479815919532,1,100,100
-4635876576257121900,1,100,100
3433317331115045976,1,100,100
-4335499748178685134,1,100,100
-5383972641718424955,1,100,100
-3504095568378559953,1,100,100
6978571272443792442,1,100,100
6513172687665087046,1,100,100
1414556533051638067,1,100,100
-5592583789501690355,1,100,100
2717014184312358904,1,100,100
-3195921190312267084,1,100,100
-913594406484968768,1,100,100
408884123671598066,1,100,100
-3845210757258391415,1,100,100
4129781894806059316,1,100,100
5371414102895014327,1,100,100
8737990291854959399,1,100,100
-7954546912161694433,1,100,100
-1731536908589464221,1,100,100
-8791735237243353128,1,100,100
6759415593087174310,1,100,100
-6707358165174798879,1,100,100
-5282746660554511127,1,100,100
1449177972073922353,1,100,100
1772668927076396384,1,100,100
1908571899853751917,1,100,100
-4538203873005742366,1,100,100
-3018321400388704279,1,100,100
9214315744264188806,1,100,100
-5508830994795824011,1,100,100
-4861587548261577008,1,100,100
-8015391229717331999,1,100,100
769483838771789728,1,100,100
-5463614642176652387,1,100,100
-2465263904332766141,1,100,100
5019139099392057419,1,100,100
